# [capture]
# author = "appendix-d-table3-ja-transcriber"
# date = "2026-08-07"
#
# Transcribed from table_ja4.pdf, Table 3 (JLReq's own reduction-priority
# reading, Appendix D). See table3.en.tsv's preamble for the full reconciliation
# record -- the two adjudicated cells, the five colored-but-textless cl-26
# cells backfilled from Table 1, the three D.2-note cells, and the cl-05/line-end
# open question -- which applies identically here since the two files were
# reconciled together and (per ADR 0009) must agree cell for cell except where a
# genuine document divergence is recorded, and both such divergences are resolved
# to the same reading in both files here.
source	table	before	after	token	note
table_ja4.pdf	3	cl-20	cl-02	blank	
table_ja4.pdf	3	cl-21	cl-02	blank	
table_ja4.pdf	3	cl-22	cl-02	blank	
table_ja4.pdf	3	cl-23	cl-02	blank	
table_ja4.pdf	3	cl-24	cl-02	blank	
table_ja4.pdf	3	cl-25	cl-02	blank	
table_ja4.pdf	3	cl-26	cl-02	blank	
table_ja4.pdf	3	cl-27	cl-02	blank	
table_ja4.pdf	3	cl-28	cl-02	×	
table_ja4.pdf	3	cl-29	cl-02	blank	
table_ja4.pdf	3	cl-30	cl-02	blank	
table_ja4.pdf	3	line-head	cl-02	×	
table_ja4.pdf	3	cl-01	cl-03	blank	
table_ja4.pdf	3	cl-02	cl-03	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-03	blank	
table_ja4.pdf	3	cl-04	cl-03	blank	
table_ja4.pdf	3	cl-05	cl-03	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-03	1/2	
table_ja4.pdf	3	cl-07	cl-03	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-03	blank	
table_ja4.pdf	3	cl-09	cl-03	blank	
table_ja4.pdf	3	cl-10	cl-03	blank	
table_ja4.pdf	3	cl-11	cl-03	blank	
table_ja4.pdf	3	cl-12	cl-03	blank	
table_ja4.pdf	3	cl-13	cl-03	blank	
table_ja4.pdf	3	cl-14	cl-03	blank	
table_ja4.pdf	3	cl-15	cl-03	blank	
table_ja4.pdf	3	cl-16	cl-03	blank	
table_ja4.pdf	3	cl-19	cl-03	blank	
table_ja4.pdf	3	cl-20	cl-03	blank	
table_ja4.pdf	3	cl-21	cl-03	blank	
table_ja4.pdf	3	cl-22	cl-03	blank	
table_ja4.pdf	3	cl-23	cl-03	blank	
table_ja4.pdf	3	cl-24	cl-03	blank	
table_ja4.pdf	3	cl-25	cl-03	blank	
table_ja4.pdf	3	cl-26	cl-03	blank	
table_ja4.pdf	3	cl-27	cl-03	blank	
table_ja4.pdf	3	cl-28	cl-03	×	
table_ja4.pdf	3	cl-29	cl-03	blank	
table_ja4.pdf	3	cl-30	cl-03	blank	
table_ja4.pdf	3	line-head	cl-03	×	
table_ja4.pdf	3	cl-01	cl-04	blank	
table_ja4.pdf	3	cl-02	cl-04	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-04	blank	
table_ja4.pdf	3	cl-04	cl-04	blank	
table_ja4.pdf	3	cl-05	cl-04	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-04	1/2	
table_ja4.pdf	3	cl-07	cl-04	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-04	blank	
table_ja4.pdf	3	cl-09	cl-04	blank	
table_ja4.pdf	3	cl-10	cl-04	blank	
table_ja4.pdf	3	cl-11	cl-04	blank	
table_ja4.pdf	3	cl-12	cl-04	blank	
table_ja4.pdf	3	cl-13	cl-04	blank	
table_ja4.pdf	3	cl-14	cl-04	blank	
table_ja4.pdf	3	cl-15	cl-04	blank	
table_ja4.pdf	3	cl-16	cl-04	blank	
table_ja4.pdf	3	cl-19	cl-04	blank	
table_ja4.pdf	3	cl-20	cl-04	blank	
table_ja4.pdf	3	cl-21	cl-04	blank	
table_ja4.pdf	3	cl-22	cl-04	blank	
table_ja4.pdf	3	cl-23	cl-04	blank	
table_ja4.pdf	3	cl-24	cl-04	blank	
table_ja4.pdf	3	cl-25	cl-04	blank	
table_ja4.pdf	3	cl-26	cl-04	blank	
table_ja4.pdf	3	cl-27	cl-04	blank	
table_ja4.pdf	3	cl-28	cl-04	×	
table_ja4.pdf	3	cl-29	cl-04	blank	
table_ja4.pdf	3	cl-30	cl-04	blank	
table_ja4.pdf	3	line-head	cl-04	×	
table_ja4.pdf	3	cl-01	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-02	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-03	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-04	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-05	cl-05	1/2-0 stage 4	D.2#1
table_ja4.pdf	3	cl-06	cl-05	3/4-1/2 stage 4	D.2#2
table_ja4.pdf	3	cl-07	cl-05	3/4-0 stage 5	D.2#3
table_ja4.pdf	3	cl-08	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-09	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-10	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-11	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-12	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-13	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-14	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-15	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-16	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-19	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-20	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-21	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-22	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-23	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-24	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-25	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-26	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-27	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-28	cl-05	×	
table_ja4.pdf	3	cl-29	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	cl-30	cl-05	1/4-0 stage 4	
table_ja4.pdf	3	line-head	cl-05	×	
table_ja4.pdf	3	cl-01	cl-06	blank	
table_ja4.pdf	3	cl-02	cl-06	blank	
table_ja4.pdf	3	cl-03	cl-06	blank	
table_ja4.pdf	3	cl-04	cl-06	blank	
table_ja4.pdf	3	cl-05	cl-06	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-06	blank	
table_ja4.pdf	3	cl-07	cl-06	blank	
table_ja4.pdf	3	cl-08	cl-06	blank	
table_ja4.pdf	3	cl-09	cl-06	blank	
table_ja4.pdf	3	cl-10	cl-06	blank	
table_ja4.pdf	3	cl-11	cl-06	blank	
table_ja4.pdf	3	cl-12	cl-06	blank	
table_ja4.pdf	3	cl-13	cl-06	blank	
table_ja4.pdf	3	cl-14	cl-06	blank	
table_ja4.pdf	3	cl-15	cl-06	blank	
table_ja4.pdf	3	cl-16	cl-06	blank	
table_ja4.pdf	3	cl-19	cl-06	blank	
table_ja4.pdf	3	cl-20	cl-06	blank	
table_ja4.pdf	3	cl-21	cl-06	blank	
table_ja4.pdf	3	cl-22	cl-06	blank	
table_ja4.pdf	3	cl-23	cl-06	blank	
table_ja4.pdf	3	cl-24	cl-06	blank	
table_ja4.pdf	3	cl-25	cl-06	blank	
table_ja4.pdf	3	cl-26	cl-06	blank	
table_ja4.pdf	3	cl-27	cl-06	blank	
table_ja4.pdf	3	cl-28	cl-06	×	
table_ja4.pdf	3	cl-29	cl-06	blank	
table_ja4.pdf	3	cl-30	cl-06	blank	
table_ja4.pdf	3	line-head	cl-06	×	
table_ja4.pdf	3	cl-01	cl-07	blank	
table_ja4.pdf	3	cl-02	cl-07	blank	
table_ja4.pdf	3	cl-03	cl-07	blank	
table_ja4.pdf	3	cl-04	cl-07	blank	
table_ja4.pdf	3	cl-05	cl-07	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-07	blank	
table_ja4.pdf	3	cl-07	cl-07	blank	
table_ja4.pdf	3	cl-08	cl-07	blank	
table_ja4.pdf	3	cl-09	cl-07	blank	
table_ja4.pdf	3	cl-10	cl-07	blank	
table_ja4.pdf	3	cl-11	cl-07	blank	
table_ja4.pdf	3	cl-12	cl-07	blank	
table_ja4.pdf	3	cl-13	cl-07	blank	
table_ja4.pdf	3	cl-14	cl-07	blank	
table_ja4.pdf	3	cl-15	cl-07	blank	
table_ja4.pdf	3	cl-16	cl-07	blank	
table_ja4.pdf	3	cl-19	cl-07	blank	
table_ja4.pdf	3	cl-20	cl-07	blank	
table_ja4.pdf	3	cl-21	cl-07	blank	
table_ja4.pdf	3	cl-22	cl-07	blank	
table_ja4.pdf	3	cl-23	cl-07	blank	
table_ja4.pdf	3	cl-24	cl-07	blank	
table_ja4.pdf	3	cl-25	cl-07	blank	
table_ja4.pdf	3	cl-26	cl-07	blank	
table_ja4.pdf	3	cl-27	cl-07	blank	
table_ja4.pdf	3	cl-28	cl-07	×	
table_ja4.pdf	3	cl-29	cl-07	blank	
table_ja4.pdf	3	cl-30	cl-07	blank	
table_ja4.pdf	3	line-head	cl-07	×	
table_ja4.pdf	3	cl-01	cl-08	blank	
table_ja4.pdf	3	cl-02	cl-08	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-08	blank	
table_ja4.pdf	3	cl-04	cl-08	blank	
table_ja4.pdf	3	cl-05	cl-08	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-08	1/2	
table_ja4.pdf	3	cl-07	cl-08	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-08	blank	
table_ja4.pdf	3	cl-09	cl-08	blank	
table_ja4.pdf	3	cl-10	cl-08	blank	
table_ja4.pdf	3	cl-11	cl-08	blank	
table_ja4.pdf	3	cl-12	cl-08	blank	
table_ja4.pdf	3	cl-13	cl-08	blank	
table_ja4.pdf	3	cl-14	cl-08	blank	
table_ja4.pdf	3	cl-15	cl-08	blank	
table_ja4.pdf	3	cl-16	cl-08	blank	
table_ja4.pdf	3	cl-19	cl-08	blank	
table_ja4.pdf	3	cl-20	cl-08	blank	
table_ja4.pdf	3	cl-21	cl-08	blank	
table_ja4.pdf	3	cl-22	cl-08	blank	
table_ja4.pdf	3	cl-23	cl-08	blank	
table_ja4.pdf	3	cl-24	cl-08	blank	
table_ja4.pdf	3	cl-25	cl-08	blank	
table_ja4.pdf	3	cl-26	cl-08	blank	
table_ja4.pdf	3	cl-27	cl-08	blank	
table_ja4.pdf	3	cl-28	cl-08	blank	
table_ja4.pdf	3	cl-29	cl-08	blank	
table_ja4.pdf	3	cl-30	cl-08	blank	
table_ja4.pdf	3	line-head	cl-08	blank	
table_ja4.pdf	3	cl-01	cl-09	blank	
table_ja4.pdf	3	cl-02	cl-09	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-09	blank	
table_ja4.pdf	3	cl-04	cl-09	blank	
table_ja4.pdf	3	cl-05	cl-09	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-09	1/2	
table_ja4.pdf	3	cl-07	cl-09	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-09	blank	
table_ja4.pdf	3	cl-09	cl-09	blank	
table_ja4.pdf	3	cl-10	cl-09	blank	
table_ja4.pdf	3	cl-11	cl-09	blank	
table_ja4.pdf	3	cl-12	cl-09	blank	
table_ja4.pdf	3	cl-13	cl-09	blank	
table_ja4.pdf	3	cl-14	cl-09	blank	
table_ja4.pdf	3	cl-15	cl-09	blank	
table_ja4.pdf	3	cl-16	cl-09	blank	
table_ja4.pdf	3	cl-19	cl-09	blank	
table_ja4.pdf	3	cl-20	cl-09	blank	
table_ja4.pdf	3	cl-21	cl-09	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-22	cl-09	blank	
table_ja4.pdf	3	cl-23	cl-09	blank	
table_ja4.pdf	3	cl-24	cl-09	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-25	cl-09	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-26	cl-09	blank	
table_ja4.pdf	3	cl-27	cl-09	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-28	cl-09	×	
table_ja4.pdf	3	cl-29	cl-09	blank	
table_ja4.pdf	3	cl-30	cl-09	blank	
table_ja4.pdf	3	line-head	cl-09	×	
table_ja4.pdf	3	cl-01	cl-10	blank	
table_ja4.pdf	3	cl-02	cl-10	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-10	blank	
table_ja4.pdf	3	cl-04	cl-10	blank	
table_ja4.pdf	3	cl-05	cl-10	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-10	1/2	
table_ja4.pdf	3	cl-07	cl-10	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-10	blank	
table_ja4.pdf	3	cl-09	cl-10	blank	
table_ja4.pdf	3	cl-10	cl-10	blank	
table_ja4.pdf	3	cl-11	cl-10	blank	
table_ja4.pdf	3	cl-12	cl-10	blank	
table_ja4.pdf	3	cl-13	cl-10	blank	
table_ja4.pdf	3	cl-14	cl-10	blank	
table_ja4.pdf	3	cl-15	cl-10	blank	
table_ja4.pdf	3	cl-16	cl-10	blank	
table_ja4.pdf	3	cl-19	cl-10	blank	
table_ja4.pdf	3	cl-20	cl-10	blank	
table_ja4.pdf	3	cl-21	cl-10	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-22	cl-10	blank	
table_ja4.pdf	3	cl-23	cl-10	blank	
table_ja4.pdf	3	cl-24	cl-10	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-25	cl-10	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-26	cl-10	blank	
table_ja4.pdf	3	cl-27	cl-10	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-28	cl-10	×	
table_ja4.pdf	3	cl-29	cl-10	blank	
table_ja4.pdf	3	cl-30	cl-10	blank	
table_ja4.pdf	3	line-head	cl-10	×	
table_ja4.pdf	3	cl-01	cl-11	blank	
table_ja4.pdf	3	cl-02	cl-11	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-11	blank	
table_ja4.pdf	3	cl-04	cl-11	blank	
table_ja4.pdf	3	cl-05	cl-11	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-11	1/2	
table_ja4.pdf	3	cl-07	cl-11	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-11	blank	
table_ja4.pdf	3	cl-09	cl-11	blank	
table_ja4.pdf	3	cl-10	cl-11	blank	
table_ja4.pdf	3	cl-11	cl-11	blank	
table_ja4.pdf	3	cl-12	cl-11	blank	
table_ja4.pdf	3	cl-13	cl-11	blank	
table_ja4.pdf	3	cl-14	cl-11	blank	
table_ja4.pdf	3	cl-15	cl-11	blank	
table_ja4.pdf	3	cl-16	cl-11	blank	
table_ja4.pdf	3	cl-19	cl-11	blank	
table_ja4.pdf	3	cl-20	cl-11	blank	
table_ja4.pdf	3	cl-21	cl-11	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-22	cl-11	blank	
table_ja4.pdf	3	cl-23	cl-11	blank	
table_ja4.pdf	3	cl-24	cl-11	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-25	cl-11	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-26	cl-11	blank	
table_ja4.pdf	3	cl-27	cl-11	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-28	cl-11	×	
table_ja4.pdf	3	cl-29	cl-11	blank	
table_ja4.pdf	3	cl-30	cl-11	blank	
table_ja4.pdf	3	line-head	cl-11	×	
table_ja4.pdf	3	cl-01	cl-12	blank	
table_ja4.pdf	3	cl-02	cl-12	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-12	blank	
table_ja4.pdf	3	cl-04	cl-12	blank	
table_ja4.pdf	3	cl-05	cl-12	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-12	1/2	
table_ja4.pdf	3	cl-07	cl-12	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-12	blank	
table_ja4.pdf	3	cl-09	cl-12	blank	
table_ja4.pdf	3	cl-10	cl-12	blank	
table_ja4.pdf	3	cl-11	cl-12	blank	
table_ja4.pdf	3	cl-12	cl-12	blank	
table_ja4.pdf	3	cl-13	cl-12	blank	
table_ja4.pdf	3	cl-14	cl-12	blank	
table_ja4.pdf	3	cl-15	cl-12	blank	
table_ja4.pdf	3	cl-16	cl-12	blank	
table_ja4.pdf	3	cl-19	cl-12	blank	
table_ja4.pdf	3	cl-20	cl-12	blank	
table_ja4.pdf	3	cl-21	cl-12	blank	
table_ja4.pdf	3	cl-22	cl-12	blank	
table_ja4.pdf	3	cl-23	cl-12	blank	
table_ja4.pdf	3	cl-24	cl-12	blank	
table_ja4.pdf	3	cl-25	cl-12	blank	
table_ja4.pdf	3	cl-26	cl-12	blank	
table_ja4.pdf	3	cl-27	cl-12	blank	
table_ja4.pdf	3	cl-28	cl-12	blank	
table_ja4.pdf	3	cl-29	cl-12	blank	
table_ja4.pdf	3	cl-30	cl-12	blank	
table_ja4.pdf	3	line-head	cl-12	blank	
table_ja4.pdf	3	cl-01	cl-13	blank	
table_ja4.pdf	3	cl-02	cl-13	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-13	blank	
table_ja4.pdf	3	cl-04	cl-13	blank	
table_ja4.pdf	3	cl-05	cl-13	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-13	1/2	
table_ja4.pdf	3	cl-07	cl-13	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-13	blank	
table_ja4.pdf	3	cl-09	cl-13	blank	
table_ja4.pdf	3	cl-10	cl-13	blank	
table_ja4.pdf	3	cl-11	cl-13	blank	
table_ja4.pdf	3	cl-12	cl-13	blank	
table_ja4.pdf	3	cl-13	cl-13	blank	
table_ja4.pdf	3	cl-14	cl-13	blank	
table_ja4.pdf	3	cl-15	cl-13	blank	
table_ja4.pdf	3	cl-16	cl-13	blank	
table_ja4.pdf	3	cl-19	cl-13	blank	
table_ja4.pdf	3	cl-20	cl-13	blank	
table_ja4.pdf	3	cl-21	cl-13	blank	
table_ja4.pdf	3	cl-22	cl-13	blank	
table_ja4.pdf	3	cl-23	cl-13	blank	
table_ja4.pdf	3	cl-24	cl-13	blank	
table_ja4.pdf	3	cl-25	cl-13	blank	
table_ja4.pdf	3	cl-26	cl-13	blank	
table_ja4.pdf	3	cl-27	cl-13	blank	
table_ja4.pdf	3	cl-28	cl-13	blank	
table_ja4.pdf	3	cl-29	cl-13	blank	
table_ja4.pdf	3	cl-30	cl-13	blank	
table_ja4.pdf	3	line-head	cl-13	blank	
table_ja4.pdf	3	cl-01	cl-14	blank	
table_ja4.pdf	3	cl-02	cl-14	blank	
table_ja4.pdf	3	cl-03	cl-14	blank	
table_ja4.pdf	3	cl-04	cl-14	blank	
table_ja4.pdf	3	cl-05	cl-14	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-14	1/2	
table_ja4.pdf	3	cl-07	cl-14	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-14	blank	
table_ja4.pdf	3	cl-09	cl-14	blank	
table_ja4.pdf	3	cl-10	cl-14	blank	
table_ja4.pdf	3	cl-11	cl-14	blank	
table_ja4.pdf	3	cl-12	cl-14	blank	
table_ja4.pdf	3	cl-13	cl-14	blank	
table_ja4.pdf	3	cl-14	cl-14	blank	
table_ja4.pdf	3	cl-15	cl-14	blank	
table_ja4.pdf	3	cl-16	cl-14	blank	
table_ja4.pdf	3	cl-19	cl-14	blank	
table_ja4.pdf	3	cl-20	cl-14	blank	
table_ja4.pdf	3	cl-21	cl-14	blank	
table_ja4.pdf	3	cl-22	cl-14	blank	
table_ja4.pdf	3	cl-23	cl-14	blank	
table_ja4.pdf	3	cl-24	cl-14	blank	
table_ja4.pdf	3	cl-25	cl-14	blank	
table_ja4.pdf	3	cl-26	cl-14	blank	
table_ja4.pdf	3	cl-27	cl-14	blank	
table_ja4.pdf	3	cl-28	cl-14	blank	
table_ja4.pdf	3	cl-29	cl-14	blank	
table_ja4.pdf	3	cl-30	cl-14	blank	
table_ja4.pdf	3	line-head	cl-14	blank	
table_ja4.pdf	3	cl-01	cl-15	blank	
table_ja4.pdf	3	cl-02	cl-15	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-15	blank	
table_ja4.pdf	3	cl-04	cl-15	blank	
table_ja4.pdf	3	cl-05	cl-15	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-15	1/2	
table_ja4.pdf	3	cl-07	cl-15	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-15	blank	
table_ja4.pdf	3	cl-09	cl-15	blank	
table_ja4.pdf	3	cl-10	cl-15	blank	
table_ja4.pdf	3	cl-11	cl-15	blank	
table_ja4.pdf	3	cl-12	cl-15	blank	
table_ja4.pdf	3	cl-13	cl-15	blank	
table_ja4.pdf	3	cl-14	cl-15	blank	
table_ja4.pdf	3	cl-15	cl-15	blank	
table_ja4.pdf	3	cl-16	cl-15	blank	
table_ja4.pdf	3	cl-19	cl-15	blank	
table_ja4.pdf	3	cl-20	cl-15	blank	
table_ja4.pdf	3	cl-21	cl-15	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-22	cl-15	blank	
table_ja4.pdf	3	cl-23	cl-15	blank	
table_ja4.pdf	3	cl-24	cl-15	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-25	cl-15	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-26	cl-15	blank	
table_ja4.pdf	3	cl-27	cl-15	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-28	cl-15	blank	
table_ja4.pdf	3	cl-29	cl-15	blank	
table_ja4.pdf	3	cl-30	cl-15	blank	
table_ja4.pdf	3	line-head	cl-15	blank	
table_ja4.pdf	3	cl-01	cl-16	blank	
table_ja4.pdf	3	cl-02	cl-16	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-16	blank	
table_ja4.pdf	3	cl-04	cl-16	blank	
table_ja4.pdf	3	cl-05	cl-16	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-16	1/2	
table_ja4.pdf	3	cl-07	cl-16	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-16	blank	
table_ja4.pdf	3	cl-09	cl-16	blank	
table_ja4.pdf	3	cl-10	cl-16	blank	
table_ja4.pdf	3	cl-11	cl-16	blank	
table_ja4.pdf	3	cl-12	cl-16	blank	
table_ja4.pdf	3	cl-13	cl-16	blank	
table_ja4.pdf	3	cl-14	cl-16	blank	
table_ja4.pdf	3	cl-15	cl-16	blank	
table_ja4.pdf	3	cl-16	cl-16	blank	
table_ja4.pdf	3	cl-19	cl-16	blank	
table_ja4.pdf	3	cl-20	cl-16	blank	
table_ja4.pdf	3	cl-21	cl-16	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-22	cl-16	blank	
table_ja4.pdf	3	cl-23	cl-16	blank	
table_ja4.pdf	3	cl-24	cl-16	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-25	cl-16	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-26	cl-16	blank	
table_ja4.pdf	3	cl-27	cl-16	1/4-1/8 stage 6	
table_ja4.pdf	3	cl-28	cl-16	blank	
table_ja4.pdf	3	cl-29	cl-16	blank	
table_ja4.pdf	3	cl-30	cl-16	blank	
table_ja4.pdf	3	line-head	cl-16	blank	
table_ja4.pdf	3	cl-01	cl-19	blank	
table_ja4.pdf	3	cl-02	cl-19	1/2-0 stage 5	
table_ja4.pdf	3	cl-03	cl-19	blank	
table_ja4.pdf	3	cl-04	cl-19	blank	
table_ja4.pdf	3	cl-05	cl-19	1/4-0 stage 4	
table_ja4.pdf	3	cl-06	cl-19	1/2	
table_ja4.pdf	3	cl-07	cl-19	1/2-0 stage 5	
table_ja4.pdf	3	cl-08	cl-19	blank	
table_ja4.pdf	3	cl-09	cl-19	blank	
table_ja4.pdf	3	cl-10	cl-19	blank	
table_ja4.pdf	3	cl-11	cl-19	blank	
table_ja4.pdf	3	cl-12	cl-19	blank	
table_ja4.pdf	3	cl-13	cl-19	blank	
table_ja4.pdf	3	cl-14	cl-19	blank	
table_ja4.pdf	3	cl-15	cl-19	blank	
table_ja4.pdf	3	cl-16	cl-19	blank	
table_ja4.pdf	3	cl-19	cl-19	blank	
table_ja4.pdf	3	cl-20	cl-19	blank	
