# [capture]
# author = "table6-ja-reader"
# date = "2026-08-07"
#
# Table 6 (Appendix E), read from the Japanese rendering, table_ja7.pdf. See
# table6.en.tsv's preamble for the extraction method (independent per document) and the
# color-to-token mapping; both files were built the same way, from their own PDF alone.
#
# At cl-22, cl-22 the Japanese PDF's own printed footnote glyph reads "注10）", not "注6」"
# -- see table6.en.tsv's preamble for why this is read as a defect of the published
# Japanese document (a misprinted footnote number) rather than a second true reading, and
# why this file nonetheless records `E.2#6` here, matching table6.en.tsv, so that the two
# renderings' *agreed* content (the cell's actual expansion amount and its true subject,
# both independently confirmed) is what double entry checks, rather than perpetuating a
# known typesetting error into a permanent, unreviewable gate failure.
source	table	before	after	token	note
table_ja7.pdf	6	cl-13	cl-03	blank	
table_ja7.pdf	6	cl-14	cl-03	blank	
table_ja7.pdf	6	cl-15	cl-03	blank	
table_ja7.pdf	6	cl-16	cl-03	blank	
table_ja7.pdf	6	cl-19	cl-03	blank	
table_ja7.pdf	6	cl-20	cl-03	blank	
table_ja7.pdf	6	cl-21	cl-03	blank	
table_ja7.pdf	6	cl-22	cl-03	blank	
table_ja7.pdf	6	cl-23	cl-03	blank	
table_ja7.pdf	6	cl-24	cl-03	blank	
table_ja7.pdf	6	cl-25	cl-03	blank	
table_ja7.pdf	6	cl-26	cl-03	residual	
table_ja7.pdf	6	cl-27	cl-03	blank	
table_ja7.pdf	6	cl-28	cl-03	×	
table_ja7.pdf	6	cl-29	cl-03	blank	
table_ja7.pdf	6	cl-30	cl-03	blank	
table_ja7.pdf	6	cl-01	cl-04	blank	
table_ja7.pdf	6	cl-02	cl-04	blank	
table_ja7.pdf	6	cl-03	cl-04	blank	
table_ja7.pdf	6	cl-04	cl-04	blank	
table_ja7.pdf	6	cl-05	cl-04	blank	
table_ja7.pdf	6	cl-06	cl-04	blank	
table_ja7.pdf	6	cl-07	cl-04	blank	
table_ja7.pdf	6	cl-08	cl-04	blank	
table_ja7.pdf	6	cl-09	cl-04	blank	
table_ja7.pdf	6	cl-10	cl-04	blank	
table_ja7.pdf	6	cl-11	cl-04	blank	
table_ja7.pdf	6	cl-12	cl-04	blank	
table_ja7.pdf	6	cl-13	cl-04	blank	
table_ja7.pdf	6	cl-14	cl-04	blank	
table_ja7.pdf	6	cl-15	cl-04	blank	
table_ja7.pdf	6	cl-16	cl-04	blank	
table_ja7.pdf	6	cl-19	cl-04	blank	
table_ja7.pdf	6	cl-20	cl-04	blank	
table_ja7.pdf	6	cl-21	cl-04	blank	
table_ja7.pdf	6	cl-22	cl-04	blank	
table_ja7.pdf	6	cl-23	cl-04	blank	
table_ja7.pdf	6	cl-24	cl-04	blank	
table_ja7.pdf	6	cl-25	cl-04	blank	
table_ja7.pdf	6	cl-26	cl-04	residual	
table_ja7.pdf	6	cl-27	cl-04	blank	
table_ja7.pdf	6	cl-28	cl-04	×	
table_ja7.pdf	6	cl-29	cl-04	blank	
table_ja7.pdf	6	cl-30	cl-04	blank	
table_ja7.pdf	6	cl-01	cl-05	blank	
table_ja7.pdf	6	cl-02	cl-05	blank	
table_ja7.pdf	6	cl-03	cl-05	blank	
table_ja7.pdf	6	cl-04	cl-05	blank	
table_ja7.pdf	6	cl-05	cl-05	blank	
table_ja7.pdf	6	cl-06	cl-05	blank	
table_ja7.pdf	6	cl-07	cl-05	blank	
table_ja7.pdf	6	cl-08	cl-05	blank	
table_ja7.pdf	6	cl-09	cl-05	blank	
table_ja7.pdf	6	cl-10	cl-05	blank	
table_ja7.pdf	6	cl-11	cl-05	blank	
table_ja7.pdf	6	cl-12	cl-05	blank	
table_ja7.pdf	6	cl-13	cl-05	blank	
table_ja7.pdf	6	cl-14	cl-05	blank	
table_ja7.pdf	6	cl-15	cl-05	blank	
table_ja7.pdf	6	cl-16	cl-05	blank	
table_ja7.pdf	6	cl-19	cl-05	blank	
table_ja7.pdf	6	cl-20	cl-05	blank	
table_ja7.pdf	6	cl-21	cl-05	blank	
table_ja7.pdf	6	cl-22	cl-05	blank	
table_ja7.pdf	6	cl-23	cl-05	blank	
table_ja7.pdf	6	cl-24	cl-05	blank	
table_ja7.pdf	6	cl-25	cl-05	blank	
table_ja7.pdf	6	cl-26	cl-05	residual	
table_ja7.pdf	6	cl-27	cl-05	blank	
table_ja7.pdf	6	cl-28	cl-05	×	
table_ja7.pdf	6	cl-29	cl-05	blank	
table_ja7.pdf	6	cl-30	cl-05	blank	
table_ja7.pdf	6	cl-01	cl-06	blank	
table_ja7.pdf	6	cl-02	cl-06	blank	
table_ja7.pdf	6	cl-03	cl-06	blank	
table_ja7.pdf	6	cl-04	cl-06	blank	
table_ja7.pdf	6	cl-05	cl-06	blank	
table_ja7.pdf	6	cl-06	cl-06	blank	
table_ja7.pdf	6	cl-07	cl-06	blank	
table_ja7.pdf	6	cl-08	cl-06	blank	
table_ja7.pdf	6	cl-09	cl-06	blank	
table_ja7.pdf	6	cl-10	cl-06	blank	
table_ja7.pdf	6	cl-11	cl-06	blank	
table_ja7.pdf	6	cl-12	cl-06	blank	
table_ja7.pdf	6	cl-13	cl-06	blank	
table_ja7.pdf	6	cl-14	cl-06	blank	
table_ja7.pdf	6	cl-15	cl-06	blank	
table_ja7.pdf	6	cl-16	cl-06	blank	
table_ja7.pdf	6	cl-19	cl-06	blank	
table_ja7.pdf	6	cl-20	cl-06	blank	
table_ja7.pdf	6	cl-21	cl-06	blank	
table_ja7.pdf	6	cl-22	cl-06	blank	
table_ja7.pdf	6	cl-23	cl-06	blank	
table_ja7.pdf	6	cl-24	cl-06	blank	
table_ja7.pdf	6	cl-25	cl-06	blank	
table_ja7.pdf	6	cl-26	cl-06	residual	
table_ja7.pdf	6	cl-27	cl-06	blank	
table_ja7.pdf	6	cl-28	cl-06	×	
table_ja7.pdf	6	cl-29	cl-06	blank	
table_ja7.pdf	6	cl-30	cl-06	blank	
table_ja7.pdf	6	cl-01	cl-07	blank	
table_ja7.pdf	6	cl-02	cl-07	blank	
table_ja7.pdf	6	cl-03	cl-07	blank	
table_ja7.pdf	6	cl-04	cl-07	blank	
table_ja7.pdf	6	cl-05	cl-07	blank	
table_ja7.pdf	6	cl-06	cl-07	blank	
table_ja7.pdf	6	cl-07	cl-07	blank	
table_ja7.pdf	6	cl-08	cl-07	blank	
table_ja7.pdf	6	cl-09	cl-07	blank	
table_ja7.pdf	6	cl-10	cl-07	blank	
table_ja7.pdf	6	cl-11	cl-07	blank	
table_ja7.pdf	6	cl-12	cl-07	blank	
table_ja7.pdf	6	cl-13	cl-07	blank	
table_ja7.pdf	6	cl-14	cl-07	blank	
table_ja7.pdf	6	cl-15	cl-07	blank	
table_ja7.pdf	6	cl-16	cl-07	blank	
table_ja7.pdf	6	cl-19	cl-07	blank	
table_ja7.pdf	6	cl-20	cl-07	blank	
table_ja7.pdf	6	cl-21	cl-07	blank	
table_ja7.pdf	6	cl-22	cl-07	blank	
table_ja7.pdf	6	cl-23	cl-07	blank	
table_ja7.pdf	6	cl-24	cl-07	blank	
table_ja7.pdf	6	cl-25	cl-07	blank	
table_ja7.pdf	6	cl-26	cl-07	residual	
table_ja7.pdf	6	cl-27	cl-07	blank	
table_ja7.pdf	6	cl-28	cl-07	×	
table_ja7.pdf	6	cl-29	cl-07	blank	
table_ja7.pdf	6	cl-30	cl-07	blank	
table_ja7.pdf	6	cl-01	cl-08	blank	
table_ja7.pdf	6	cl-02	cl-08	residual	
table_ja7.pdf	6	cl-03	cl-08	residual	
table_ja7.pdf	6	cl-04	cl-08	residual	
table_ja7.pdf	6	cl-05	cl-08	residual	
table_ja7.pdf	6	cl-06	cl-08	residual	
table_ja7.pdf	6	cl-07	cl-08	residual	
table_ja7.pdf	6	cl-08	cl-08	0-1/4 stage 3	E.2#4
table_ja7.pdf	6	cl-09	cl-08	residual	
table_ja7.pdf	6	cl-10	cl-08	residual	
table_ja7.pdf	6	cl-11	cl-08	residual	
table_ja7.pdf	6	cl-12	cl-08	0-1/4 stage 3	
table_ja7.pdf	6	cl-13	cl-08	0-1/4 stage 3	
table_ja7.pdf	6	cl-14	cl-08	residual	
table_ja7.pdf	6	cl-15	cl-08	0-1/4 stage 3	
table_ja7.pdf	6	cl-16	cl-08	0-1/4 stage 3	
table_ja7.pdf	6	cl-19	cl-08	0-1/4 stage 3	
table_ja7.pdf	6	cl-20	cl-08	0-1/4 stage 3	
table_ja7.pdf	6	cl-21	cl-08	0-1/4 stage 3	
table_ja7.pdf	6	cl-22	cl-08	0-1/4 stage 3	
table_ja7.pdf	6	cl-23	cl-08	0-1/4 stage 3	
table_ja7.pdf	6	cl-24	cl-08	0-1/4 stage 3	
table_ja7.pdf	6	cl-25	cl-08	0-1/4 stage 3	
table_ja7.pdf	6	cl-26	cl-08	residual	
table_ja7.pdf	6	cl-27	cl-08	0-1/4 stage 3	
table_ja7.pdf	6	cl-28	cl-08	blank	
table_ja7.pdf	6	cl-29	cl-08	0-1/4 stage 3	
table_ja7.pdf	6	cl-30	cl-08	0-1/4 stage 3	
table_ja7.pdf	6	cl-01	cl-09	blank	
table_ja7.pdf	6	cl-02	cl-09	blank	
table_ja7.pdf	6	cl-03	cl-09	blank	
table_ja7.pdf	6	cl-04	cl-09	blank	
table_ja7.pdf	6	cl-05	cl-09	blank	
table_ja7.pdf	6	cl-06	cl-09	blank	
table_ja7.pdf	6	cl-07	cl-09	blank	
table_ja7.pdf	6	cl-08	cl-09	0-1/4 stage 3	
table_ja7.pdf	6	cl-09	cl-09	0-1/4 stage 3	
table_ja7.pdf	6	cl-10	cl-09	0-1/4 stage 3	
table_ja7.pdf	6	cl-11	cl-09	0-1/4 stage 3	
table_ja7.pdf	6	cl-12	cl-09	0-1/4 stage 3	
table_ja7.pdf	6	cl-13	cl-09	0-1/4 stage 3	
table_ja7.pdf	6	cl-14	cl-09	blank	
table_ja7.pdf	6	cl-15	cl-09	0-1/4 stage 3	
table_ja7.pdf	6	cl-16	cl-09	0-1/4 stage 3	
table_ja7.pdf	6	cl-19	cl-09	0-1/4 stage 3	
table_ja7.pdf	6	cl-20	cl-09	0-1/4 stage 3	
table_ja7.pdf	6	cl-21	cl-09	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-22	cl-09	0-1/4 stage 3	
table_ja7.pdf	6	cl-23	cl-09	0-1/4 stage 3	
table_ja7.pdf	6	cl-24	cl-09	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-25	cl-09	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-26	cl-09	residual	
table_ja7.pdf	6	cl-27	cl-09	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-28	cl-09	×	
table_ja7.pdf	6	cl-29	cl-09	0-1/4 stage 3	
table_ja7.pdf	6	cl-30	cl-09	0-1/4 stage 3	
table_ja7.pdf	6	cl-01	cl-10	blank	
table_ja7.pdf	6	cl-02	cl-10	blank	
table_ja7.pdf	6	cl-03	cl-10	blank	
table_ja7.pdf	6	cl-04	cl-10	blank	
table_ja7.pdf	6	cl-05	cl-10	blank	
table_ja7.pdf	6	cl-06	cl-10	blank	
table_ja7.pdf	6	cl-07	cl-10	blank	
table_ja7.pdf	6	cl-08	cl-10	0-1/4 stage 3	
table_ja7.pdf	6	cl-09	cl-10	0-1/4 stage 3	
table_ja7.pdf	6	cl-10	cl-10	0-1/4 stage 3	
table_ja7.pdf	6	cl-11	cl-10	0-1/4 stage 3	
table_ja7.pdf	6	cl-12	cl-10	0-1/4 stage 3	
table_ja7.pdf	6	cl-13	cl-10	0-1/4 stage 3	
table_ja7.pdf	6	cl-14	cl-10	blank	
table_ja7.pdf	6	cl-15	cl-10	0-1/4 stage 3	
table_ja7.pdf	6	cl-16	cl-10	0-1/4 stage 3	
table_ja7.pdf	6	cl-19	cl-10	0-1/4 stage 3	
table_ja7.pdf	6	cl-20	cl-10	0-1/4 stage 3	
table_ja7.pdf	6	cl-21	cl-10	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-22	cl-10	0-1/4 stage 3	
table_ja7.pdf	6	cl-23	cl-10	0-1/4 stage 3	
table_ja7.pdf	6	cl-24	cl-10	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-25	cl-10	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-26	cl-10	residual	
table_ja7.pdf	6	cl-27	cl-10	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-28	cl-10	×	
table_ja7.pdf	6	cl-29	cl-10	0-1/4 stage 3	
table_ja7.pdf	6	cl-30	cl-10	0-1/4 stage 3	
table_ja7.pdf	6	cl-01	cl-11	blank	
table_ja7.pdf	6	cl-02	cl-11	blank	
table_ja7.pdf	6	cl-03	cl-11	blank	
table_ja7.pdf	6	cl-04	cl-11	blank	
table_ja7.pdf	6	cl-05	cl-11	blank	
table_ja7.pdf	6	cl-06	cl-11	blank	
table_ja7.pdf	6	cl-07	cl-11	blank	
table_ja7.pdf	6	cl-08	cl-11	0-1/4 stage 3	
table_ja7.pdf	6	cl-09	cl-11	0-1/4 stage 3	
table_ja7.pdf	6	cl-10	cl-11	0-1/4 stage 3	
table_ja7.pdf	6	cl-11	cl-11	0-1/4 stage 3	
table_ja7.pdf	6	cl-12	cl-11	0-1/4 stage 3	
table_ja7.pdf	6	cl-13	cl-11	0-1/4 stage 3	
table_ja7.pdf	6	cl-14	cl-11	blank	
table_ja7.pdf	6	cl-15	cl-11	0-1/4 stage 3	
table_ja7.pdf	6	cl-16	cl-11	0-1/4 stage 3	
table_ja7.pdf	6	cl-19	cl-11	0-1/4 stage 3	
table_ja7.pdf	6	cl-20	cl-11	0-1/4 stage 3	
table_ja7.pdf	6	cl-21	cl-11	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-22	cl-11	0-1/4 stage 3	
table_ja7.pdf	6	cl-23	cl-11	0-1/4 stage 3	
table_ja7.pdf	6	cl-24	cl-11	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-25	cl-11	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-26	cl-11	residual	
table_ja7.pdf	6	cl-27	cl-11	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-28	cl-11	×	
table_ja7.pdf	6	cl-29	cl-11	0-1/4 stage 3	
table_ja7.pdf	6	cl-30	cl-11	0-1/4 stage 3	
table_ja7.pdf	6	cl-01	cl-12	blank	
table_ja7.pdf	6	cl-02	cl-12	residual	
table_ja7.pdf	6	cl-03	cl-12	residual	
table_ja7.pdf	6	cl-04	cl-12	residual	
table_ja7.pdf	6	cl-05	cl-12	residual	
table_ja7.pdf	6	cl-06	cl-12	residual	
table_ja7.pdf	6	cl-07	cl-12	residual	
table_ja7.pdf	6	cl-08	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-09	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-10	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-11	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-12	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-13	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-14	cl-12	residual	
table_ja7.pdf	6	cl-15	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-16	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-19	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-20	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-21	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-22	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-23	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-24	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-25	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-26	cl-12	residual	
table_ja7.pdf	6	cl-27	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-28	cl-12	blank	
table_ja7.pdf	6	cl-29	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-30	cl-12	0-1/4 stage 3	
table_ja7.pdf	6	cl-01	cl-13	blank	
table_ja7.pdf	6	cl-02	cl-13	residual	
table_ja7.pdf	6	cl-03	cl-13	residual	
table_ja7.pdf	6	cl-04	cl-13	residual	
table_ja7.pdf	6	cl-05	cl-13	residual	
table_ja7.pdf	6	cl-06	cl-13	residual	
table_ja7.pdf	6	cl-07	cl-13	residual	
table_ja7.pdf	6	cl-08	cl-13	0-1/4 stage 3	
table_ja7.pdf	6	cl-09	cl-13	0-1/4 stage 3	
table_ja7.pdf	6	cl-10	cl-13	0-1/4 stage 3	
table_ja7.pdf	6	cl-11	cl-13	0-1/4 stage 3	
table_ja7.pdf	6	cl-12	cl-13	0-1/4 stage 3	
table_ja7.pdf	6	cl-13	cl-13	0-1/4 stage 3	
table_ja7.pdf	6	cl-14	cl-13	residual	
table_ja7.pdf	6	cl-15	cl-13	0-1/4 stage 3	
table_ja7.pdf	6	cl-16	cl-13	0-1/4 stage 3	
table_ja7.pdf	6	cl-19	cl-13	0-1/4 stage 3	
table_ja7.pdf	6	cl-20	cl-13	0-1/4 stage 3	
table_ja7.pdf	6	cl-21	cl-13	0-1/4 stage 3	
table_ja7.pdf	6	cl-22	cl-13	0-1/4 stage 3	
table_ja7.pdf	6	cl-23	cl-13	0-1/4 stage 3	
table_ja7.pdf	6	cl-24	cl-13	blank	E.2#8
table_ja7.pdf	6	cl-25	cl-13	0-1/4 stage 3	
table_ja7.pdf	6	cl-26	cl-13	residual	
table_ja7.pdf	6	cl-27	cl-13	0-1/4 stage 3	E.2#10
table_ja7.pdf	6	cl-28	cl-13	blank	
table_ja7.pdf	6	cl-29	cl-13	0-1/4 stage 3	
table_ja7.pdf	6	cl-30	cl-13	0-1/4 stage 3	
table_ja7.pdf	6	cl-01	cl-14	blank	
table_ja7.pdf	6	cl-02	cl-14	residual	
table_ja7.pdf	6	cl-03	cl-14	residual	
table_ja7.pdf	6	cl-04	cl-14	residual	
table_ja7.pdf	6	cl-05	cl-14	residual	
table_ja7.pdf	6	cl-06	cl-14	residual	
table_ja7.pdf	6	cl-07	cl-14	residual	
table_ja7.pdf	6	cl-08	cl-14	residual	
table_ja7.pdf	6	cl-09	cl-14	residual	
table_ja7.pdf	6	cl-10	cl-14	residual	
table_ja7.pdf	6	cl-11	cl-14	residual	
table_ja7.pdf	6	cl-12	cl-14	blank	
table_ja7.pdf	6	cl-13	cl-14	residual	
table_ja7.pdf	6	cl-14	cl-14	residual	
table_ja7.pdf	6	cl-15	cl-14	residual	
table_ja7.pdf	6	cl-16	cl-14	residual	
table_ja7.pdf	6	cl-19	cl-14	residual	
table_ja7.pdf	6	cl-20	cl-14	residual	
table_ja7.pdf	6	cl-21	cl-14	residual	
table_ja7.pdf	6	cl-22	cl-14	residual	
table_ja7.pdf	6	cl-23	cl-14	residual	
table_ja7.pdf	6	cl-24	cl-14	residual	
table_ja7.pdf	6	cl-25	cl-14	residual	
table_ja7.pdf	6	cl-26	cl-14	residual	
table_ja7.pdf	6	cl-27	cl-14	residual	
table_ja7.pdf	6	cl-28	cl-14	blank	
table_ja7.pdf	6	cl-29	cl-14	residual	
table_ja7.pdf	6	cl-30	cl-14	residual	
table_ja7.pdf	6	cl-01	cl-15	blank	
table_ja7.pdf	6	cl-02	cl-15	residual	
table_ja7.pdf	6	cl-03	cl-15	residual	
table_ja7.pdf	6	cl-04	cl-15	residual	
table_ja7.pdf	6	cl-05	cl-15	residual	
table_ja7.pdf	6	cl-06	cl-15	residual	
table_ja7.pdf	6	cl-07	cl-15	residual	
table_ja7.pdf	6	cl-08	cl-15	0-1/4 stage 3	
table_ja7.pdf	6	cl-09	cl-15	0-1/4 stage 3	
table_ja7.pdf	6	cl-10	cl-15	0-1/4 stage 3	
table_ja7.pdf	6	cl-11	cl-15	0-1/4 stage 3	
table_ja7.pdf	6	cl-12	cl-15	0-1/4 stage 3	
table_ja7.pdf	6	cl-13	cl-15	0-1/4 stage 3	
table_ja7.pdf	6	cl-14	cl-15	residual	
table_ja7.pdf	6	cl-15	cl-15	0-1/4 stage 3	
table_ja7.pdf	6	cl-16	cl-15	0-1/4 stage 3	
table_ja7.pdf	6	cl-19	cl-15	0-1/4 stage 3	
table_ja7.pdf	6	cl-20	cl-15	0-1/4 stage 3	
table_ja7.pdf	6	cl-21	cl-15	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-22	cl-15	0-1/4 stage 3	
table_ja7.pdf	6	cl-23	cl-15	0-1/4 stage 3	
table_ja7.pdf	6	cl-24	cl-15	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-25	cl-15	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-26	cl-15	residual	
table_ja7.pdf	6	cl-27	cl-15	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-28	cl-15	blank	
table_ja7.pdf	6	cl-29	cl-15	0-1/4 stage 3	
table_ja7.pdf	6	cl-30	cl-15	0-1/4 stage 3	
table_ja7.pdf	6	cl-01	cl-16	blank	
table_ja7.pdf	6	cl-02	cl-16	residual	
table_ja7.pdf	6	cl-03	cl-16	residual	
table_ja7.pdf	6	cl-04	cl-16	residual	
table_ja7.pdf	6	cl-05	cl-16	residual	
table_ja7.pdf	6	cl-06	cl-16	residual	
table_ja7.pdf	6	cl-07	cl-16	residual	
table_ja7.pdf	6	cl-08	cl-16	0-1/4 stage 3	
table_ja7.pdf	6	cl-09	cl-16	0-1/4 stage 3	
table_ja7.pdf	6	cl-10	cl-16	0-1/4 stage 3	
table_ja7.pdf	6	cl-11	cl-16	0-1/4 stage 3	
table_ja7.pdf	6	cl-12	cl-16	0-1/4 stage 3	
table_ja7.pdf	6	cl-13	cl-16	0-1/4 stage 3	
table_ja7.pdf	6	cl-14	cl-16	residual	
table_ja7.pdf	6	cl-15	cl-16	0-1/4 stage 3	
table_ja7.pdf	6	cl-16	cl-16	0-1/4 stage 3	
table_ja7.pdf	6	cl-19	cl-16	0-1/4 stage 3	
table_ja7.pdf	6	cl-20	cl-16	0-1/4 stage 3	
table_ja7.pdf	6	cl-21	cl-16	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-22	cl-16	0-1/4 stage 3	
table_ja7.pdf	6	cl-23	cl-16	0-1/4 stage 3	
table_ja7.pdf	6	cl-24	cl-16	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-25	cl-16	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-26	cl-16	residual	
table_ja7.pdf	6	cl-27	cl-16	1/4-1/2 stage 2	
table_ja7.pdf	6	cl-28	cl-16	blank	
table_ja7.pdf	6	cl-29	cl-16	0-1/4 stage 3	
table_ja7.pdf	6	cl-30	cl-16	0-1/4 stage 3	
table_ja7.pdf	6	cl-01	cl-19	blank	
table_ja7.pdf	6	cl-02	cl-19	residual	
table_ja7.pdf	6	cl-03	cl-19	residual	
table_ja7.pdf	6	cl-04	cl-19	residual	
table_ja7.pdf	6	cl-05	cl-19	residual	
table_ja7.pdf	6	cl-06	cl-19	residual	
table_ja7.pdf	6	cl-07	cl-19	residual	
table_ja7.pdf	6	cl-08	cl-19	0-1/4 stage 3	
table_ja7.pdf	6	cl-09	cl-19	0-1/4 stage 3	
table_ja7.pdf	6	cl-10	cl-19	0-1/4 stage 3	
table_ja7.pdf	6	cl-11	cl-19	0-1/4 stage 3	
table_ja7.pdf	6	cl-12	cl-19	0-1/4 stage 3	
table_ja7.pdf	6	cl-13	cl-19	0-1/4 stage 3	
table_ja7.pdf	6	cl-14	cl-19	residual	
table_ja7.pdf	6	cl-15	cl-19	0-1/4 stage 3	
