# [capture]
# author = "appendix-c-ja-transcriber"
# date = "2026-08-07"
#
# Four cells print a bare footnote marker in table_ja3.pdf with no accompanying `×` or
# `not` mark (C.2 notes 9 through 12), matching table_en3.pdf byte for byte. See
# table2.en.tsv's own preamble for the full adjudication; the summary: cl-24,cl-13
# (C.2#9) and cl-27,cl-27 (C.2#12) each state an unconditional "no line break
# opportunity" and are recorded as `not`, following Table 1's B.2#3/B.2#5 precedent of
# substituting a note's definite stated value for a bare marker. cl-24,cl-27 (C.2#10) is
# a genuine two-way JLReq-undecided choice, already covered by
# `Question::GROUPED_NUMERAL_BEFORE_WESTERN` (`jlreq = breakable`), so the `blank`
# recorded here is that default, not an unadjudicated token. cl-27,cl-13 (C.2#11) states
# a role-conditional exception outside Table 2's class-level cell shape; the `blank`
# recorded here is the general (non-quantity-role) case the note itself calls the
# default.
source	table	before	after	token	note
table_ja3.pdf	2	cl-21	cl-02	not	
table_ja3.pdf	2	cl-22	cl-02	not	
table_ja3.pdf	2	cl-23	cl-02	not	
table_ja3.pdf	2	cl-24	cl-02	not	
table_ja3.pdf	2	cl-25	cl-02	not	
table_ja3.pdf	2	cl-26	cl-02	not	
table_ja3.pdf	2	cl-27	cl-02	not	
table_ja3.pdf	2	cl-28	cl-02	×	
table_ja3.pdf	2	cl-29	cl-02	not	
table_ja3.pdf	2	cl-30	cl-02	not	
table_ja3.pdf	2	cl-01	cl-03	not	
table_ja3.pdf	2	cl-02	cl-03	not	
table_ja3.pdf	2	cl-03	cl-03	not	
table_ja3.pdf	2	cl-04	cl-03	not	
table_ja3.pdf	2	cl-05	cl-03	not	
table_ja3.pdf	2	cl-06	cl-03	not	
table_ja3.pdf	2	cl-07	cl-03	not	
table_ja3.pdf	2	cl-08	cl-03	not	
table_ja3.pdf	2	cl-09	cl-03	not	
table_ja3.pdf	2	cl-10	cl-03	not	
table_ja3.pdf	2	cl-11	cl-03	not	
table_ja3.pdf	2	cl-12	cl-03	not	
table_ja3.pdf	2	cl-13	cl-03	not	
table_ja3.pdf	2	cl-14	cl-03	not	
table_ja3.pdf	2	cl-15	cl-03	not	
table_ja3.pdf	2	cl-16	cl-03	not	
table_ja3.pdf	2	cl-19	cl-03	not	
table_ja3.pdf	2	cl-20	cl-03	not	
table_ja3.pdf	2	cl-21	cl-03	not	
table_ja3.pdf	2	cl-22	cl-03	not	
table_ja3.pdf	2	cl-23	cl-03	not	
table_ja3.pdf	2	cl-24	cl-03	not	
table_ja3.pdf	2	cl-25	cl-03	not	
table_ja3.pdf	2	cl-26	cl-03	not	
table_ja3.pdf	2	cl-27	cl-03	not	
table_ja3.pdf	2	cl-28	cl-03	×	
table_ja3.pdf	2	cl-29	cl-03	not	
table_ja3.pdf	2	cl-30	cl-03	not	
table_ja3.pdf	2	cl-01	cl-04	not	
table_ja3.pdf	2	cl-02	cl-04	not	
table_ja3.pdf	2	cl-03	cl-04	not	
table_ja3.pdf	2	cl-04	cl-04	not	
table_ja3.pdf	2	cl-05	cl-04	not	
table_ja3.pdf	2	cl-06	cl-04	not	
table_ja3.pdf	2	cl-07	cl-04	not	
table_ja3.pdf	2	cl-08	cl-04	not	
table_ja3.pdf	2	cl-09	cl-04	not	
table_ja3.pdf	2	cl-10	cl-04	not	
table_ja3.pdf	2	cl-11	cl-04	not	
table_ja3.pdf	2	cl-12	cl-04	not	
table_ja3.pdf	2	cl-13	cl-04	not	
table_ja3.pdf	2	cl-14	cl-04	not	
table_ja3.pdf	2	cl-15	cl-04	not	
table_ja3.pdf	2	cl-16	cl-04	not	
table_ja3.pdf	2	cl-19	cl-04	not	
table_ja3.pdf	2	cl-20	cl-04	not	
table_ja3.pdf	2	cl-21	cl-04	not	
table_ja3.pdf	2	cl-22	cl-04	not	
table_ja3.pdf	2	cl-23	cl-04	not	
table_ja3.pdf	2	cl-24	cl-04	not	
table_ja3.pdf	2	cl-25	cl-04	not	
table_ja3.pdf	2	cl-26	cl-04	not	
table_ja3.pdf	2	cl-27	cl-04	not	
table_ja3.pdf	2	cl-28	cl-04	×	
table_ja3.pdf	2	cl-29	cl-04	not	
table_ja3.pdf	2	cl-30	cl-04	not	
table_ja3.pdf	2	cl-01	cl-05	not	
table_ja3.pdf	2	cl-02	cl-05	not	
table_ja3.pdf	2	cl-03	cl-05	not	
table_ja3.pdf	2	cl-04	cl-05	not	
table_ja3.pdf	2	cl-05	cl-05	not	
table_ja3.pdf	2	cl-06	cl-05	not	
table_ja3.pdf	2	cl-07	cl-05	not	
table_ja3.pdf	2	cl-08	cl-05	not	
table_ja3.pdf	2	cl-09	cl-05	not	
table_ja3.pdf	2	cl-10	cl-05	not	
table_ja3.pdf	2	cl-11	cl-05	not	
table_ja3.pdf	2	cl-12	cl-05	not	
table_ja3.pdf	2	cl-13	cl-05	not	
table_ja3.pdf	2	cl-14	cl-05	not	
table_ja3.pdf	2	cl-15	cl-05	not	
table_ja3.pdf	2	cl-16	cl-05	not	
table_ja3.pdf	2	cl-19	cl-05	not	
table_ja3.pdf	2	cl-20	cl-05	not	
table_ja3.pdf	2	cl-21	cl-05	not	
table_ja3.pdf	2	cl-22	cl-05	not	
table_ja3.pdf	2	cl-23	cl-05	not	
table_ja3.pdf	2	cl-24	cl-05	not	
table_ja3.pdf	2	cl-25	cl-05	not	
table_ja3.pdf	2	cl-26	cl-05	not	
table_ja3.pdf	2	cl-27	cl-05	not	
table_ja3.pdf	2	cl-28	cl-05	×	
table_ja3.pdf	2	cl-29	cl-05	not	
table_ja3.pdf	2	cl-30	cl-05	not	
table_ja3.pdf	2	cl-01	cl-06	not	
table_ja3.pdf	2	cl-02	cl-06	not	
table_ja3.pdf	2	cl-03	cl-06	not	
table_ja3.pdf	2	cl-04	cl-06	not	
table_ja3.pdf	2	cl-05	cl-06	not	
table_ja3.pdf	2	cl-06	cl-06	not	
table_ja3.pdf	2	cl-07	cl-06	not	
table_ja3.pdf	2	cl-08	cl-06	not	
table_ja3.pdf	2	cl-09	cl-06	not	
table_ja3.pdf	2	cl-10	cl-06	not	
table_ja3.pdf	2	cl-11	cl-06	not	
table_ja3.pdf	2	cl-12	cl-06	not	
table_ja3.pdf	2	cl-13	cl-06	not	
table_ja3.pdf	2	cl-14	cl-06	not	
table_ja3.pdf	2	cl-15	cl-06	not	
table_ja3.pdf	2	cl-16	cl-06	not	
table_ja3.pdf	2	cl-19	cl-06	not	
table_ja3.pdf	2	cl-20	cl-06	not	
table_ja3.pdf	2	cl-21	cl-06	not	
table_ja3.pdf	2	cl-22	cl-06	not	
table_ja3.pdf	2	cl-23	cl-06	not	
table_ja3.pdf	2	cl-24	cl-06	not	
table_ja3.pdf	2	cl-25	cl-06	not	
table_ja3.pdf	2	cl-26	cl-06	not	
table_ja3.pdf	2	cl-27	cl-06	not	
table_ja3.pdf	2	cl-28	cl-06	×	
table_ja3.pdf	2	cl-29	cl-06	not	
table_ja3.pdf	2	cl-30	cl-06	not	
table_ja3.pdf	2	cl-01	cl-07	not	
table_ja3.pdf	2	cl-02	cl-07	not	
table_ja3.pdf	2	cl-03	cl-07	not	
table_ja3.pdf	2	cl-04	cl-07	not	
table_ja3.pdf	2	cl-05	cl-07	not	
table_ja3.pdf	2	cl-06	cl-07	not	
table_ja3.pdf	2	cl-07	cl-07	not	
table_ja3.pdf	2	cl-08	cl-07	not	
table_ja3.pdf	2	cl-09	cl-07	not	
table_ja3.pdf	2	cl-10	cl-07	not	
table_ja3.pdf	2	cl-11	cl-07	not	
table_ja3.pdf	2	cl-12	cl-07	not	
table_ja3.pdf	2	cl-13	cl-07	not	
table_ja3.pdf	2	cl-14	cl-07	not	
table_ja3.pdf	2	cl-15	cl-07	not	
table_ja3.pdf	2	cl-16	cl-07	not	
table_ja3.pdf	2	cl-19	cl-07	not	
table_ja3.pdf	2	cl-20	cl-07	not	
table_ja3.pdf	2	cl-21	cl-07	not	
table_ja3.pdf	2	cl-22	cl-07	not	
table_ja3.pdf	2	cl-23	cl-07	not	
table_ja3.pdf	2	cl-24	cl-07	not	
table_ja3.pdf	2	cl-25	cl-07	not	
table_ja3.pdf	2	cl-26	cl-07	not	
table_ja3.pdf	2	cl-27	cl-07	not	
table_ja3.pdf	2	cl-28	cl-07	×	
table_ja3.pdf	2	cl-29	cl-07	not	
table_ja3.pdf	2	cl-30	cl-07	not	
table_ja3.pdf	2	cl-01	cl-08	not	
table_ja3.pdf	2	cl-02	cl-08	blank	
table_ja3.pdf	2	cl-03	cl-08	blank	
table_ja3.pdf	2	cl-04	cl-08	blank	
table_ja3.pdf	2	cl-05	cl-08	blank	
table_ja3.pdf	2	cl-06	cl-08	blank	
table_ja3.pdf	2	cl-07	cl-08	blank	
table_ja3.pdf	2	cl-08	cl-08	blank	C.2#5
table_ja3.pdf	2	cl-09	cl-08	blank	
table_ja3.pdf	2	cl-10	cl-08	blank	
table_ja3.pdf	2	cl-11	cl-08	blank	
table_ja3.pdf	2	cl-12	cl-08	not	
table_ja3.pdf	2	cl-13	cl-08	blank	
table_ja3.pdf	2	cl-14	cl-08	blank	
table_ja3.pdf	2	cl-15	cl-08	blank	
table_ja3.pdf	2	cl-16	cl-08	blank	
table_ja3.pdf	2	cl-19	cl-08	blank	
table_ja3.pdf	2	cl-20	cl-08	blank	
table_ja3.pdf	2	cl-21	cl-08	blank	
table_ja3.pdf	2	cl-22	cl-08	blank	
table_ja3.pdf	2	cl-23	cl-08	blank	
table_ja3.pdf	2	cl-24	cl-08	blank	
table_ja3.pdf	2	cl-25	cl-08	blank	
table_ja3.pdf	2	cl-26	cl-08	blank	
table_ja3.pdf	2	cl-27	cl-08	blank	
table_ja3.pdf	2	cl-28	cl-08	not	
table_ja3.pdf	2	cl-29	cl-08	blank	
table_ja3.pdf	2	cl-30	cl-08	blank	
table_ja3.pdf	2	cl-01	cl-09	not	
table_ja3.pdf	2	cl-02	cl-09	not	
table_ja3.pdf	2	cl-03	cl-09	not	
table_ja3.pdf	2	cl-04	cl-09	not	
table_ja3.pdf	2	cl-05	cl-09	not	
table_ja3.pdf	2	cl-06	cl-09	not	
table_ja3.pdf	2	cl-07	cl-09	not	
table_ja3.pdf	2	cl-08	cl-09	not	
table_ja3.pdf	2	cl-09	cl-09	not	
table_ja3.pdf	2	cl-10	cl-09	not	
table_ja3.pdf	2	cl-11	cl-09	not	
table_ja3.pdf	2	cl-12	cl-09	not	
table_ja3.pdf	2	cl-13	cl-09	not	
table_ja3.pdf	2	cl-14	cl-09	not	
table_ja3.pdf	2	cl-15	cl-09	not	
table_ja3.pdf	2	cl-16	cl-09	not	
table_ja3.pdf	2	cl-19	cl-09	not	
table_ja3.pdf	2	cl-20	cl-09	not	
table_ja3.pdf	2	cl-21	cl-09	not	
table_ja3.pdf	2	cl-22	cl-09	not	
table_ja3.pdf	2	cl-23	cl-09	not	
table_ja3.pdf	2	cl-24	cl-09	not	
table_ja3.pdf	2	cl-25	cl-09	not	
table_ja3.pdf	2	cl-26	cl-09	not	
table_ja3.pdf	2	cl-27	cl-09	not	
table_ja3.pdf	2	cl-28	cl-09	×	
table_ja3.pdf	2	cl-29	cl-09	not	
table_ja3.pdf	2	cl-30	cl-09	not	
table_ja3.pdf	2	cl-01	cl-10	not	
table_ja3.pdf	2	cl-02	cl-10	not	
table_ja3.pdf	2	cl-03	cl-10	not	
table_ja3.pdf	2	cl-04	cl-10	not	
table_ja3.pdf	2	cl-05	cl-10	not	
table_ja3.pdf	2	cl-06	cl-10	not	
table_ja3.pdf	2	cl-07	cl-10	not	
table_ja3.pdf	2	cl-08	cl-10	not	
table_ja3.pdf	2	cl-09	cl-10	not	
table_ja3.pdf	2	cl-10	cl-10	not	
table_ja3.pdf	2	cl-11	cl-10	not	
table_ja3.pdf	2	cl-12	cl-10	not	
table_ja3.pdf	2	cl-13	cl-10	not	
table_ja3.pdf	2	cl-14	cl-10	not	
table_ja3.pdf	2	cl-15	cl-10	not	
table_ja3.pdf	2	cl-16	cl-10	not	
table_ja3.pdf	2	cl-19	cl-10	not	
table_ja3.pdf	2	cl-20	cl-10	not	
table_ja3.pdf	2	cl-21	cl-10	not	
table_ja3.pdf	2	cl-22	cl-10	not	
table_ja3.pdf	2	cl-23	cl-10	not	
table_ja3.pdf	2	cl-24	cl-10	not	
table_ja3.pdf	2	cl-25	cl-10	not	
table_ja3.pdf	2	cl-26	cl-10	not	
table_ja3.pdf	2	cl-27	cl-10	not	
table_ja3.pdf	2	cl-28	cl-10	×	
table_ja3.pdf	2	cl-29	cl-10	not	
table_ja3.pdf	2	cl-30	cl-10	not	
table_ja3.pdf	2	cl-01	cl-11	not	
table_ja3.pdf	2	cl-02	cl-11	not	
table_ja3.pdf	2	cl-03	cl-11	not	
table_ja3.pdf	2	cl-04	cl-11	not	
table_ja3.pdf	2	cl-05	cl-11	not	
table_ja3.pdf	2	cl-06	cl-11	not	
table_ja3.pdf	2	cl-07	cl-11	not	
table_ja3.pdf	2	cl-08	cl-11	not	
table_ja3.pdf	2	cl-09	cl-11	not	
table_ja3.pdf	2	cl-10	cl-11	not	
table_ja3.pdf	2	cl-11	cl-11	not	
table_ja3.pdf	2	cl-12	cl-11	not	
table_ja3.pdf	2	cl-13	cl-11	not	
table_ja3.pdf	2	cl-14	cl-11	not	
table_ja3.pdf	2	cl-15	cl-11	not	
table_ja3.pdf	2	cl-16	cl-11	not	
table_ja3.pdf	2	cl-19	cl-11	not	
table_ja3.pdf	2	cl-20	cl-11	not	
table_ja3.pdf	2	cl-21	cl-11	not	
table_ja3.pdf	2	cl-22	cl-11	not	
table_ja3.pdf	2	cl-23	cl-11	not	
table_ja3.pdf	2	cl-24	cl-11	not	
table_ja3.pdf	2	cl-25	cl-11	not	
table_ja3.pdf	2	cl-26	cl-11	not	
table_ja3.pdf	2	cl-27	cl-11	not	
table_ja3.pdf	2	cl-28	cl-11	×	
table_ja3.pdf	2	cl-29	cl-11	not	
table_ja3.pdf	2	cl-30	cl-11	not	
table_ja3.pdf	2	cl-01	cl-12	not	
table_ja3.pdf	2	cl-02	cl-12	blank	
table_ja3.pdf	2	cl-03	cl-12	blank	
table_ja3.pdf	2	cl-04	cl-12	blank	
table_ja3.pdf	2	cl-05	cl-12	blank	
table_ja3.pdf	2	cl-06	cl-12	blank	
table_ja3.pdf	2	cl-07	cl-12	blank	
table_ja3.pdf	2	cl-08	cl-12	blank	
table_ja3.pdf	2	cl-09	cl-12	blank	
table_ja3.pdf	2	cl-10	cl-12	blank	
table_ja3.pdf	2	cl-11	cl-12	blank	
table_ja3.pdf	2	cl-12	cl-12	not	
table_ja3.pdf	2	cl-13	cl-12	blank	
table_ja3.pdf	2	cl-14	cl-12	blank	
table_ja3.pdf	2	cl-15	cl-12	blank	
table_ja3.pdf	2	cl-16	cl-12	blank	
table_ja3.pdf	2	cl-19	cl-12	blank	
table_ja3.pdf	2	cl-20	cl-12	blank	
table_ja3.pdf	2	cl-21	cl-12	blank	
table_ja3.pdf	2	cl-22	cl-12	blank	
table_ja3.pdf	2	cl-23	cl-12	blank	
table_ja3.pdf	2	cl-24	cl-12	blank	
table_ja3.pdf	2	cl-25	cl-12	blank	
table_ja3.pdf	2	cl-26	cl-12	blank	
table_ja3.pdf	2	cl-27	cl-12	blank	
table_ja3.pdf	2	cl-28	cl-12	not	
table_ja3.pdf	2	cl-29	cl-12	blank	
table_ja3.pdf	2	cl-30	cl-12	blank	
table_ja3.pdf	2	cl-01	cl-13	not	
table_ja3.pdf	2	cl-02	cl-13	blank	
table_ja3.pdf	2	cl-03	cl-13	blank	
table_ja3.pdf	2	cl-04	cl-13	blank	
table_ja3.pdf	2	cl-05	cl-13	blank	
table_ja3.pdf	2	cl-06	cl-13	blank	
table_ja3.pdf	2	cl-07	cl-13	blank	
table_ja3.pdf	2	cl-08	cl-13	blank	
table_ja3.pdf	2	cl-09	cl-13	blank	
table_ja3.pdf	2	cl-10	cl-13	blank	
table_ja3.pdf	2	cl-11	cl-13	blank	
table_ja3.pdf	2	cl-12	cl-13	not	
table_ja3.pdf	2	cl-13	cl-13	blank	
table_ja3.pdf	2	cl-14	cl-13	blank	
table_ja3.pdf	2	cl-15	cl-13	blank	
table_ja3.pdf	2	cl-16	cl-13	blank	
table_ja3.pdf	2	cl-19	cl-13	blank	
table_ja3.pdf	2	cl-20	cl-13	blank	
table_ja3.pdf	2	cl-21	cl-13	blank	
table_ja3.pdf	2	cl-22	cl-13	blank	
table_ja3.pdf	2	cl-23	cl-13	blank	
table_ja3.pdf	2	cl-24	cl-13	not	C.2#9
table_ja3.pdf	2	cl-25	cl-13	blank	
table_ja3.pdf	2	cl-26	cl-13	blank	
table_ja3.pdf	2	cl-27	cl-13	blank	C.2#11
table_ja3.pdf	2	cl-28	cl-13	not	
table_ja3.pdf	2	cl-29	cl-13	blank	
table_ja3.pdf	2	cl-30	cl-13	blank	
table_ja3.pdf	2	cl-01	cl-14	not	
table_ja3.pdf	2	cl-02	cl-14	blank	
table_ja3.pdf	2	cl-03	cl-14	blank	
table_ja3.pdf	2	cl-04	cl-14	blank	C.2#4
table_ja3.pdf	2	cl-05	cl-14	blank	
table_ja3.pdf	2	cl-06	cl-14	blank	
table_ja3.pdf	2	cl-07	cl-14	blank	
table_ja3.pdf	2	cl-08	cl-14	blank	
table_ja3.pdf	2	cl-09	cl-14	blank	
table_ja3.pdf	2	cl-10	cl-14	blank	
table_ja3.pdf	2	cl-11	cl-14	blank	
table_ja3.pdf	2	cl-12	cl-14	not	
table_ja3.pdf	2	cl-13	cl-14	blank	
table_ja3.pdf	2	cl-14	cl-14	blank	
table_ja3.pdf	2	cl-15	cl-14	blank	
table_ja3.pdf	2	cl-16	cl-14	blank	
table_ja3.pdf	2	cl-19	cl-14	blank	
table_ja3.pdf	2	cl-20	cl-14	blank	
table_ja3.pdf	2	cl-21	cl-14	blank	
table_ja3.pdf	2	cl-22	cl-14	blank	
table_ja3.pdf	2	cl-23	cl-14	blank	
table_ja3.pdf	2	cl-24	cl-14	blank	
table_ja3.pdf	2	cl-25	cl-14	blank	
table_ja3.pdf	2	cl-26	cl-14	blank	
table_ja3.pdf	2	cl-27	cl-14	blank	
table_ja3.pdf	2	cl-28	cl-14	not	
table_ja3.pdf	2	cl-29	cl-14	blank	
table_ja3.pdf	2	cl-30	cl-14	blank	
table_ja3.pdf	2	cl-01	cl-15	not	
table_ja3.pdf	2	cl-02	cl-15	blank	
table_ja3.pdf	2	cl-03	cl-15	blank	
table_ja3.pdf	2	cl-04	cl-15	blank	
table_ja3.pdf	2	cl-05	cl-15	blank	
table_ja3.pdf	2	cl-06	cl-15	blank	
table_ja3.pdf	2	cl-07	cl-15	blank	
table_ja3.pdf	2	cl-08	cl-15	blank	
table_ja3.pdf	2	cl-09	cl-15	blank	
table_ja3.pdf	2	cl-10	cl-15	blank	
table_ja3.pdf	2	cl-11	cl-15	blank	
table_ja3.pdf	2	cl-12	cl-15	not	
table_ja3.pdf	2	cl-13	cl-15	blank	
table_ja3.pdf	2	cl-14	cl-15	blank	
table_ja3.pdf	2	cl-15	cl-15	blank	
table_ja3.pdf	2	cl-16	cl-15	blank	
table_ja3.pdf	2	cl-19	cl-15	blank	
table_ja3.pdf	2	cl-20	cl-15	blank	
table_ja3.pdf	2	cl-21	cl-15	blank	
table_ja3.pdf	2	cl-22	cl-15	blank	
table_ja3.pdf	2	cl-23	cl-15	blank	
table_ja3.pdf	2	cl-24	cl-15	blank	
table_ja3.pdf	2	cl-25	cl-15	blank	
table_ja3.pdf	2	cl-26	cl-15	blank	
table_ja3.pdf	2	cl-27	cl-15	blank	
table_ja3.pdf	2	cl-28	cl-15	not	
table_ja3.pdf	2	cl-29	cl-15	blank	
table_ja3.pdf	2	cl-30	cl-15	blank	
table_ja3.pdf	2	cl-01	cl-16	not	
table_ja3.pdf	2	cl-02	cl-16	blank	
table_ja3.pdf	2	cl-03	cl-16	blank	
table_ja3.pdf	2	cl-04	cl-16	blank	
table_ja3.pdf	2	cl-05	cl-16	blank	
table_ja3.pdf	2	cl-06	cl-16	blank	
table_ja3.pdf	2	cl-07	cl-16	blank	
table_ja3.pdf	2	cl-08	cl-16	blank	
table_ja3.pdf	2	cl-09	cl-16	blank	
table_ja3.pdf	2	cl-10	cl-16	blank	
table_ja3.pdf	2	cl-11	cl-16	blank	
table_ja3.pdf	2	cl-12	cl-16	not	
table_ja3.pdf	2	cl-13	cl-16	blank	
table_ja3.pdf	2	cl-14	cl-16	blank	
table_ja3.pdf	2	cl-15	cl-16	blank	
table_ja3.pdf	2	cl-16	cl-16	blank	
table_ja3.pdf	2	cl-19	cl-16	blank	
table_ja3.pdf	2	cl-20	cl-16	blank	
table_ja3.pdf	2	cl-21	cl-16	blank	
table_ja3.pdf	2	cl-22	cl-16	blank	
table_ja3.pdf	2	cl-23	cl-16	blank	
table_ja3.pdf	2	cl-24	cl-16	blank	
table_ja3.pdf	2	cl-25	cl-16	blank	
table_ja3.pdf	2	cl-26	cl-16	blank	
table_ja3.pdf	2	cl-27	cl-16	blank	
table_ja3.pdf	2	cl-28	cl-16	not	
table_ja3.pdf	2	cl-29	cl-16	blank	
table_ja3.pdf	2	cl-30	cl-16	blank	
table_ja3.pdf	2	cl-01	cl-19	not	
table_ja3.pdf	2	cl-02	cl-19	blank	
table_ja3.pdf	2	cl-03	cl-19	blank	
table_ja3.pdf	2	cl-04	cl-19	blank	
table_ja3.pdf	2	cl-05	cl-19	blank	
table_ja3.pdf	2	cl-06	cl-19	blank	
table_ja3.pdf	2	cl-07	cl-19	blank	
table_ja3.pdf	2	cl-08	cl-19	blank	
table_ja3.pdf	2	cl-09	cl-19	blank	
table_ja3.pdf	2	cl-10	cl-19	blank	
table_ja3.pdf	2	cl-11	cl-19	blank	
table_ja3.pdf	2	cl-12	cl-19	not	
table_ja3.pdf	2	cl-13	cl-19	blank	
table_ja3.pdf	2	cl-14	cl-19	blank	
table_ja3.pdf	2	cl-15	cl-19	blank	
table_ja3.pdf	2	cl-16	cl-19	blank	
table_ja3.pdf	2	cl-19	cl-19	blank	
table_ja3.pdf	2	cl-20	cl-19	blank	
table_ja3.pdf	2	cl-21	cl-19	blank	
table_ja3.pdf	2	cl-22	cl-19	blank	
table_ja3.pdf	2	cl-23	cl-19	blank	
table_ja3.pdf	2	cl-24	cl-19	blank	
table_ja3.pdf	2	cl-25	cl-19	blank	
table_ja3.pdf	2	cl-26	cl-19	blank	
table_ja3.pdf	2	cl-27	cl-19	blank	
table_ja3.pdf	2	cl-28	cl-19	not	
table_ja3.pdf	2	cl-29	cl-19	blank	
table_ja3.pdf	2	cl-30	cl-19	blank	
table_ja3.pdf	2	cl-01	cl-20	not	
table_ja3.pdf	2	cl-02	cl-20	not	
table_ja3.pdf	2	cl-03	cl-20	not	
table_ja3.pdf	2	cl-04	cl-20	not	
table_ja3.pdf	2	cl-05	cl-20	not	
table_ja3.pdf	2	cl-06	cl-20	not	
table_ja3.pdf	2	cl-07	cl-20	not	
table_ja3.pdf	2	cl-08	cl-20	not	
table_ja3.pdf	2	cl-09	cl-20	not	
table_ja3.pdf	2	cl-10	cl-20	not	
table_ja3.pdf	2	cl-11	cl-20	not	
table_ja3.pdf	2	cl-12	cl-20	not	
table_ja3.pdf	2	cl-13	cl-20	not	
table_ja3.pdf	2	cl-14	cl-20	not	
table_ja3.pdf	2	cl-15	cl-20	not	
table_ja3.pdf	2	cl-16	cl-20	not	
table_ja3.pdf	2	cl-19	cl-20	not	
table_ja3.pdf	2	cl-20	cl-20	not	
table_ja3.pdf	2	cl-21	cl-20	not	
table_ja3.pdf	2	cl-22	cl-20	not	
table_ja3.pdf	2	cl-23	cl-20	not	
table_ja3.pdf	2	cl-24	cl-20	not	
table_ja3.pdf	2	cl-25	cl-20	not	
table_ja3.pdf	2	cl-26	cl-20	not	
table_ja3.pdf	2	cl-27	cl-20	not	
table_ja3.pdf	2	cl-28	cl-20	×	
table_ja3.pdf	2	cl-29	cl-20	not	
table_ja3.pdf	2	cl-30	cl-20	not	
table_ja3.pdf	2	cl-01	cl-21	not	
table_ja3.pdf	2	cl-02	cl-21	blank	
table_ja3.pdf	2	cl-03	cl-21	blank	
table_ja3.pdf	2	cl-04	cl-21	blank	
table_ja3.pdf	2	cl-05	cl-21	blank	
table_ja3.pdf	2	cl-06	cl-21	blank	
table_ja3.pdf	2	cl-07	cl-21	blank	
table_ja3.pdf	2	cl-08	cl-21	blank	
table_ja3.pdf	2	cl-09	cl-21	blank	
table_ja3.pdf	2	cl-10	cl-21	blank	
table_ja3.pdf	2	cl-11	cl-21	blank	
